"","newid","std_lname","std_f2initial","chamber","gender","state_abb","district","party_abb","SW_politician_name","congress.gov_politician_name","icpsr_politician_id","govtrack_id","fec_candidate_id","congress.gov_terms","first_yr_in_congress","last_year_in_congress","congress_num","congress_begin_yr","congress_end_yr","icpsr_com_name","icpsr_com_id","lobbyview_com_id","maj_min","rank_within_party","senior_party_member","com_seniority","com_period_of_service","notes"
"959",87,"bereuter","do","H","M","NE",1,"R","Bereuter, Douglas K.","Representative Bereuter, Doug",14605,400023,"H8NE01016","House: 1979-2004",1979,2004,108,2003,2004,"Transportation and infrastructure",173,14,1,20,0,3,2,"H6679, Resigned from House of Representatives"
"960",87,"bereuter","do","H","M","NE",1,"R","Bereuter, Douglas K.","Representative Bereuter, Doug",14605,400023,"H8NE01016","House: 1979-2004",1979,2004,108,2003,2004,"Intelligence (select)",242,38,1,2,0,2,4,"H6874, 9/8/2004, Resigned as member of Committee, replaced by Mrs. Jo Ann Davis"
"961",88,"berg","ri","H","M","ND",NA,"R","Berg, Rick","Representative Berg, Rick",21160,412458,NA,"House: 2011-2013",2011,2013,112,2011,2012,"Ways and means",196,4,1,22,0,1,2,"Unsuccessful candidate for U.S. Senate"
"962",89,"bergman","jo","H","M","MI",1,"R","Bergman, John W. (Jack)","Representative Bergman, Jack",21704,412709,NA,"House: 2017-Present",2017,2018,115,2017,2018,"Budget",115,30,1,17,0,1,2,NA
"963",89,"bergman","jo","H","M","MI",1,"R","Bergman, John W. (Jack)","Representative Bergman, Jack",21704,412709,NA,"House: 2017-Present",2017,2018,115,2017,2018,"Natural resources",164,49,1,22,0,1,2,NA
"964",89,"bergman","jo","H","M","MI",1,"R","Bergman, John W. (Jack)","Representative Bergman, Jack",21704,412709,NA,"House: 2017-Present",2017,2018,115,2017,2018,"Veterans affairs",192,27,1,12,0,1,2,NA
"965",90,"berkley","sh","H","F","NV",1,"D","Berkley, Shelley","Representative Berkley, Shelley",29922,400024,"H8NV01071","House: 1999-2013",1999,2013,106,1999,2000,"Transportation and infrastructure",173,14,2,34,0,1,2,NA
"966",90,"berkley","sh","H","F","NV",1,"D","Berkley, Shelley","Representative Berkley, Shelley",29922,400024,"H8NV01071","House: 1999-2013",1999,2013,106,1999,2000,"Small business",184,25,7,1,0,1,2,NA
"967",90,"berkley","sh","H","F","NV",1,"D","Berkley, Shelley","Representative Berkley, Shelley",29922,400024,"H8NV01071","House: 1999-2013",1999,2013,106,1999,2000,"Veterans affairs",192,27,2,12,0,1,2,NA
"968",90,"berkley","sh","H","F","NV",1,"D","Berkley, Shelley","Representative Berkley, Shelley",29922,400024,"H8NV01071","House: 1999-2013",1999,2013,107,2001,2002,"International relations",134,17,2,21,0,1,3,NA
"969",90,"berkley","sh","H","F","NV",1,"D","Berkley, Shelley","Representative Berkley, Shelley",29922,400024,"H8NV01071","House: 1999-2013",1999,2013,107,2001,2002,"Transportation and infrastructure",173,14,2,30,0,2,2,NA
"970",90,"berkley","sh","H","F","NV",1,"D","Berkley, Shelley","Representative Berkley, Shelley",29922,400024,"H8NV01071","House: 1999-2013",1999,2013,107,2001,2002,"Small business",184,25,2,16,0,2,2,"Transferred to International Relations"
"971",90,"berkley","sh","H","F","NV",1,"D","Berkley, Shelley","Representative Berkley, Shelley",29922,400024,"H8NV01071","House: 1999-2013",1999,2013,107,2001,2002,"Veterans affairs",192,27,2,12,0,2,2,NA
"972",90,"berkley","sh","H","F","NV",1,"D","Berkley, Shelley","Representative Berkley, Shelley",29922,400024,"H8NV01071","House: 1999-2013",1999,2013,108,2003,2004,"International relations",134,17,2,17,0,2,3,NA
"973",90,"berkley","sh","H","F","NV",1,"D","Berkley, Shelley","Representative Berkley, Shelley",29922,400024,"H8NV01071","House: 1999-2013",1999,2013,108,2003,2004,"Transportation and infrastructure",173,14,2,22,0,3,2,NA
"974",90,"berkley","sh","H","F","NV",1,"D","Berkley, Shelley","Representative Berkley, Shelley",29922,400024,"H8NV01071","House: 1999-2013",1999,2013,108,2003,2004,"Veterans affairs",192,27,2,11,0,3,2,NA
"975",90,"berkley","sh","H","F","NV",1,"D","Berkley, Shelley","Representative Berkley, Shelley",29922,400024,"H8NV01071","House: 1999-2013",1999,2013,109,2005,2006,"International relations",134,17,2,16,0,3,3,"Transferred to Ways and Means"
"976",90,"berkley","sh","H","F","NV",1,"D","Berkley, Shelley","Representative Berkley, Shelley",29922,400024,"H8NV01071","House: 1999-2013",1999,2013,109,2005,2006,"Transportation and infrastructure",173,14,2,20,0,4,2,"Transferred to Ways and Means"
"977",90,"berkley","sh","H","F","NV",1,"D","Berkley, Shelley","Representative Berkley, Shelley",29922,400024,"H8NV01071","House: 1999-2013",1999,2013,109,2005,2006,"Veterans affairs",192,27,2,11,0,4,2,"Late appointment"
"978",90,"berkley","sh","H","F","NV",1,"D","Berkley, Shelley","Representative Berkley, Shelley",29922,400024,"H8NV01071","House: 1999-2013",1999,2013,110,2007,2008,"Veterans affairs",192,27,1,10,0,2,2,"To rank immediately after Doyle; Transferred to Foreign Affairs"
"979",90,"berkley","sh","H","F","NV",1,"D","Berkley, Shelley","Representative Berkley, Shelley",29922,400024,"H8NV01071","House: 1999-2013",1999,2013,110,2007,2008,"Ways and means",196,4,1,19,0,1,2,NA
"980",90,"berkley","sh","H","F","NV",1,"D","Berkley, Shelley","Representative Berkley, Shelley",29922,400024,"H8NV01071","House: 1999-2013",1999,2013,111,2009,2010,"Foreign affairs",134,50,1,21,0,1,2,NA
"981",90,"berkley","sh","H","F","NV",1,"D","Berkley, Shelley","Representative Berkley, Shelley",29922,400024,"H8NV01071","House: 1999-2013",1999,2013,111,2009,2010,"Ways and means",196,4,1,16,0,2,2,NA
"982",90,"berkley","sh","H","F","NV",1,"D","Berkley, Shelley","Representative Berkley, Shelley",29922,400024,"H8NV01071","House: 1999-2013",1999,2013,112,2011,2012,"Ways and means",196,4,2,14,0,3,2,"Unsuccessful candidate for U.S. Senate"
"983",91,"berman","ho","H","M","CA",28,"D","Berman, Howard L.","Representative Berman, Howard L.",15005,400028,"H2FL09012","House: 1983-2013",1983,2013,103,1993,1994,"Budget",115,30,1,6,0,3,2,NA
"984",91,"berman","ho","H","M","CA",28,"D","Berman, Howard L.","Representative Berman, Howard L.",15005,400028,"H2FL09012","House: 1983-2013",1983,2013,103,1993,1994,"Foreign affairs",134,50,1,5,0,6,2,NA
"985",91,"berman","ho","H","M","CA",28,"D","Berman, Howard L.","Representative Berman, Howard L.",15005,400028,"H2FL09012","House: 1983-2013",1983,2013,103,1993,1994,"Judiciary",156,10,1,11,0,6,2,NA
"986",91,"berman","ho","H","M","CA",28,"D","Berman, Howard L.","Representative Berman, Howard L.",15005,400028,"H2FL09012","House: 1983-2013",1983,2013,103,1993,1994,"Natural resources",164,49,6,1,0,1,1,NA
"987",91,"berman","ho","H","M","CA",28,"D","Berman, Howard L.","Representative Berman, Howard L.",15005,400028,"H2FL09012","House: 1983-2013",1983,2013,104,1995,1996,"International relations",134,17,2,5,0,7,2,NA
"988",91,"berman","ho","H","M","CA",28,"D","Berman, Howard L.","Representative Berman, Howard L.",15005,400028,"H2FL09012","House: 1983-2013",1983,2013,104,1995,1996,"Judiciary",156,10,2,5,0,7,2,NA
"989",91,"berman","ho","H","M","CA",28,"D","Berman, Howard L.","Representative Berman, Howard L.",15005,400028,"H2FL09012","House: 1983-2013",1983,2013,105,1997,1998,"International relations",134,17,2,4,0,8,2,NA
"990",91,"berman","ho","H","M","CA",28,"D","Berman, Howard L.","Representative Berman, Howard L.",15005,400028,"H2FL09012","House: 1983-2013",1983,2013,105,1997,1998,"Judiciary",156,10,2,4,0,8,2,NA
"991",91,"berman","ho","H","M","CA",28,"D","Berman, Howard L.","Representative Berman, Howard L.",15005,400028,"H2FL09012","House: 1983-2013",1983,2013,105,1997,1998,"Standards of official conduct",186,42,2,1,21,1,2,NA
"992",91,"berman","ho","H","M","CA",28,"D","Berman, Howard L.","Representative Berman, Howard L.",15005,400028,"H2FL09012","House: 1983-2013",1983,2013,106,1999,2000,"International relations",134,17,2,3,0,9,2,NA
"993",91,"berman","ho","H","M","CA",28,"D","Berman, Howard L.","Representative Berman, Howard L.",15005,400028,"H2FL09012","House: 1983-2013",1983,2013,106,1999,2000,"Judiciary",156,10,2,3,0,9,2,NA
"994",91,"berman","ho","H","M","CA",28,"D","Berman, Howard L.","Representative Berman, Howard L.",15005,400028,"H2FL09012","House: 1983-2013",1983,2013,106,1999,2000,"Standards of official conduct",186,42,2,1,0,2,2,NA
"995",91,"berman","ho","H","M","CA",28,"D","Berman, Howard L.","Representative Berman, Howard L.",15005,400028,"H2FL09012","House: 1983-2013",1983,2013,107,2001,2002,"International relations",134,17,2,2,0,10,2,NA
"996",91,"berman","ho","H","M","CA",28,"D","Berman, Howard L.","Representative Berman, Howard L.",15005,400028,"H2FL09012","House: 1983-2013",1983,2013,107,2001,2002,"Judiciary",156,10,2,3,0,10,2,NA
"997",91,"berman","ho","H","M","CA",28,"D","Berman, Howard L.","Representative Berman, Howard L.",15005,400028,"H2FL09012","House: 1983-2013",1983,2013,107,2001,2002,"Standards of official conduct",186,42,2,1,21,3,2,NA
"998",91,"berman","ho","H","M","CA",28,"D","Berman, Howard L.","Representative Berman, Howard L.",15005,400028,"H2FL09012","House: 1983-2013",1983,2013,108,2003,2004,"International relations",134,17,2,2,0,11,2,NA
"999",91,"berman","ho","H","M","CA",28,"D","Berman, Howard L.","Representative Berman, Howard L.",15005,400028,"H2FL09012","House: 1983-2013",1983,2013,108,2003,2004,"Judiciary",156,10,2,2,0,11,2,NA
"1000",91,"berman","ho","H","M","CA",28,"D","Berman, Howard L.","Representative Berman, Howard L.",15005,400028,"H2FL09012","House: 1983-2013",1983,2013,108,2003,2004,"Standards of official conduct",186,42,2,1,22,4,2,"H1337, Resigned from Committee"
"1001",91,"berman","ho","H","M","CA",28,"D","Berman, Howard L.","Representative Berman, Howard L.",15005,400028,"H2FL09012","House: 1983-2013",1983,2013,109,2005,2006,"International relations",134,17,2,2,0,12,2,NA
"1002",91,"berman","ho","H","M","CA",28,"D","Berman, Howard L.","Representative Berman, Howard L.",15005,400028,"H2FL09012","House: 1983-2013",1983,2013,109,2005,2006,"Judiciary",156,10,2,2,0,12,2,NA
"1003",91,"berman","ho","H","M","CA",28,"D","Berman, Howard L.","Representative Berman, Howard L.",15005,400028,"H2FL09012","House: 1983-2013",1983,2013,110,2007,2008,"Foreign affairs",134,50,1,2,13,13,2,"Named chair 3/11/2008"
"1004",91,"berman","ho","H","M","CA",28,"D","Berman, Howard L.","Representative Berman, Howard L.",15005,400028,"H2FL09012","House: 1983-2013",1983,2013,110,2007,2008,"Judiciary",156,10,1,2,0,13,2,NA
"1005",91,"berman","ho","H","M","CA",28,"D","Berman, Howard L.","Representative Berman, Howard L.",15005,400028,"H2FL09012","House: 1983-2013",1983,2013,111,2009,2010,"Foreign affairs",134,50,1,1,11,14,2,NA
"1006",91,"berman","ho","H","M","CA",28,"D","Berman, Howard L.","Representative Berman, Howard L.",15005,400028,"H2FL09012","House: 1983-2013",1983,2013,111,2009,2010,"Judiciary",156,10,1,2,0,14,2,NA
"1007",91,"berman","ho","H","M","CA",28,"D","Berman, Howard L.","Representative Berman, Howard L.",15005,400028,"H2FL09012","House: 1983-2013",1983,2013,112,2011,2012,"Foreign affairs",134,50,2,1,21,15,2,"Defeated for reelection"
"1008",91,"berman","ho","H","M","CA",28,"D","Berman, Howard L.","Representative Berman, Howard L.",15005,400028,"H2FL09012","House: 1983-2013",1983,2013,112,2011,2012,"Judiciary",156,10,2,2,0,15,2,"Defeated for reelection"
"1009",92,"berry","ma","H","M","AR",1,"D","Berry, Marion","Representative Berry, Marion",29702,400026,NA,"House: 1997-2011",1997,2011,105,1997,1998,"Agriculture",102,23,2,16,0,1,2,NA
"1010",92,"berry","ma","H","M","AR",1,"D","Berry, Marion","Representative Berry, Marion",29702,400026,NA,"House: 1997-2011",1997,2011,105,1997,1998,"Transportation and infrastructure",173,14,5,34,0,1,2,NA
"1011",92,"berry","ma","H","M","AR",1,"D","Berry, Marion","Representative Berry, Marion",29702,400026,NA,"House: 1997-2011",1997,2011,105,1997,1998,"Small business",184,25,7,2,0,1,2,"Transferred to Transporation and Infrastructure"
"1012",92,"berry","ma","H","M","AR",1,"D","Berry, Marion","Representative Berry, Marion",29702,400026,NA,"House: 1997-2011",1997,2011,106,1999,2000,"Agriculture",102,23,2,14,0,2,2,NA
"1013",92,"berry","ma","H","M","AR",1,"D","Berry, Marion","Representative Berry, Marion",29702,400026,NA,"House: 1997-2011",1997,2011,106,1999,2000,"Transportation and infrastructure",173,14,2,31,0,2,2,NA
"1014",92,"berry","ma","H","M","AR",1,"D","Berry, Marion","Representative Berry, Marion",29702,400026,NA,"House: 1997-2011",1997,2011,107,2001,2002,"Agriculture",102,23,2,11,0,3,2,NA
"1015",92,"berry","ma","H","M","AR",1,"D","Berry, Marion","Representative Berry, Marion",29702,400026,NA,"House: 1997-2011",1997,2011,107,2001,2002,"Transportation and infrastructure",173,14,2,28,0,3,2,NA
"1016",92,"berry","ma","H","M","AR",1,"D","Berry, Marion","Representative Berry, Marion",29702,400026,NA,"House: 1997-2011",1997,2011,108,2003,2004,"Appropriations",104,31,2,29,0,1,2,NA
"1017",92,"berry","ma","H","M","AR",1,"D","Berry, Marion","Representative Berry, Marion",29702,400026,NA,"House: 1997-2011",1997,2011,109,2005,2006,"Appropriations",104,31,2,29,0,2,2,NA
"1018",92,"berry","ma","H","M","AR",1,"D","Berry, Marion","Representative Berry, Marion",29702,400026,NA,"House: 1997-2011",1997,2011,110,2007,2008,"Appropriations",104,31,1,26,0,3,2,NA
"1019",92,"berry","ma","H","M","AR",1,"D","Berry, Marion","Representative Berry, Marion",29702,400026,NA,"House: 1997-2011",1997,2011,110,2007,2008,"Budget",115,30,1,12,0,1,2,NA
"1020",92,"berry","ma","H","M","AR",1,"D","Berry, Marion","Representative Berry, Marion",29702,400026,NA,"House: 1997-2011",1997,2011,111,2009,2010,"Appropriations",104,31,1,25,0,4,2,NA
"1021",92,"berry","ma","H","M","AR",1,"D","Berry, Marion","Representative Berry, Marion",29702,400026,NA,"House: 1997-2011",1997,2011,111,2009,2010,"Budget",115,30,1,7,0,2,2,NA
"1022",93,"bevill","to","H","M","AL",4,"D","Bevill, Tom","Representative Bevill, Tom",11000,NA,NA,"House: 1967-1997",1967,1997,103,1993,1994,"Appropriations",104,31,1,7,0,12,2,NA
"1023",93,"bevill","to","H","M","AL",4,"D","Bevill, Tom","Representative Bevill, Tom",11000,NA,NA,"House: 1967-1997",1967,1997,104,1995,1996,"Appropriations",104,31,2,4,0,13,2,NA
"1024",94,"beyer","do","H","M","VA",8,"D","Beyer, Donald","Representative Beyer, Donald S., Jr.",21554,412657,"H4VA08224","House: 2015-Present",2015,2018,114,2015,2016,"Natural resources",164,49,2,12,0,1,2,NA
"1025",94,"beyer","do","H","M","VA",8,"D","Beyer, Donald","Representative Beyer, Donald S., Jr.",21554,412657,"H4VA08224","House: 2015-Present",2015,2018,114,2015,2016,"Science, space, and technology",182,52,2,13,0,1,2,"Late appointment"
"1026",94,"beyer","do","H","M","VA",8,"D","Beyer, Donald","Representative Beyer, Donald S., Jr.",21554,412657,"H4VA08224","House: 2015-Present",2015,2018,114,2015,2016,"Economic (joint)",507,NA,2,4,0,1,2,NA
"1027",94,"beyer","do","H","M","VA",8,"D","Beyer, Donald","Representative Beyer, Donald S., Jr.",21554,412657,"H4VA08224","House: 2015-Present",2015,2018,115,2017,2018,"Natural resources",164,49,2,9,0,2,2,NA
"1028",94,"beyer","do","H","M","VA",8,"D","Beyer, Donald","Representative Beyer, Donald S., Jr.",21554,412657,"H4VA08224","House: 2015-Present",2015,2018,115,2017,2018,"Science, space, and technology",182,52,2,8,0,2,2,NA
"1029",94,"beyer","do","H","M","VA",8,"D","Beyer, Donald","Representative Beyer, Donald S., Jr.",21554,412657,"H4VA08224","House: 2015-Present",2015,2018,115,2017,2018,"Economic (joint)",507,NA,2,4,0,2,2,NA
"1030",95,"biden","jo","S","M","DE",NA,"D","Biden, Joseph R., Jr.","Senator Biden, Joseph R., Jr.",14101,300008,"S8DE00012","Senate: 1973-2009",1973,2009,103,1993,1994,"Foreign relations",338,22,1,2,0,19,2,NA
"1031",95,"biden","jo","S","M","DE",NA,"D","Biden, Joseph R., Jr.","Senator Biden, Joseph R., Jr.",14101,300008,"S8DE00012","Senate: 1973-2009",1973,2009,103,1993,1994,"Judiciary",358,7,1,1,11,16,2,NA
"1032",95,"biden","jo","S","M","DE",NA,"D","Biden, Joseph R., Jr.","Senator Biden, Joseph R., Jr.",14101,300008,"S8DE00012","Senate: 1973-2009",1973,2009,104,1995,1996,"Foreign relations",338,22,2,2,0,21,2,NA
"1033",95,"biden","jo","S","M","DE",NA,"D","Biden, Joseph R., Jr.","Senator Biden, Joseph R., Jr.",14101,300008,"S8DE00012","Senate: 1973-2009",1973,2009,104,1995,1996,"Judiciary",358,7,2,1,21,18,2,NA
"1034",95,"biden","jo","S","M","DE",NA,"D","Biden, Joseph R., Jr.","Senator Biden, Joseph R., Jr.",14101,300008,"S8DE00012","Senate: 1973-2009",1973,2009,105,1997,1998,"Foreign relations",338,22,2,1,21,23,2,NA
"1035",95,"biden","jo","S","M","DE",NA,"D","Biden, Joseph R., Jr.","Senator Biden, Joseph R., Jr.",14101,300008,"S8DE00012","Senate: 1973-2009",1973,2009,105,1997,1998,"Judiciary",358,7,2,3,0,20,2,NA
"1036",95,"biden","jo","S","M","DE",NA,"D","Biden, Joseph R., Jr.","Senator Biden, Joseph R., Jr.",14101,300008,"S8DE00012","Senate: 1973-2009",1973,2009,106,1999,2000,"Foreign relations",338,22,2,1,21,25,2,NA
"1037",95,"biden","jo","S","M","DE",NA,"D","Biden, Joseph R., Jr.","Senator Biden, Joseph R., Jr.",14101,300008,"S8DE00012","Senate: 1973-2009",1973,2009,106,1999,2000,"Judiciary",358,7,2,3,0,22,2,NA
"1038",95,"biden","jo","S","M","DE",NA,"D","Biden, Joseph R., Jr.","Senator Biden, Joseph R., Jr.",14101,300008,"S8DE00012","Senate: 1973-2009",1973,2009,107,2001,2002,"Foreign relations",338,22,1,1,11,27,2,NA
"1039",95,"biden","jo","S","M","DE",NA,"D","Biden, Joseph R., Jr.","Senator Biden, Joseph R., Jr.",14101,300008,"S8DE00012","Senate: 1973-2009",1973,2009,107,2001,2002,"Judiciary",358,7,1,3,0,24,2,NA
"1040",95,"biden","jo","S","M","DE",NA,"D","Biden, Joseph R., Jr.","Senator Biden, Joseph R., Jr.",14101,300008,"S8DE00012","Senate: 1973-2009",1973,2009,108,2003,2004,"Foreign relations",338,22,2,1,21,29,2,NA
"1041",95,"biden","jo","S","M","DE",NA,"D","Biden, Joseph R., Jr.","Senator Biden, Joseph R., Jr.",14101,300008,"S8DE00012","Senate: 1973-2009",1973,2009,108,2003,2004,"Judiciary",358,7,2,3,0,26,2,NA
"1042",95,"biden","jo","S","M","DE",NA,"D","Biden, Joseph R., Jr.","Senator Biden, Joseph R., Jr.",14101,300008,"S8DE00012","Senate: 1973-2009",1973,2009,109,2005,2006,"Foreign relations",338,22,2,1,21,31,2,NA
"1043",95,"biden","jo","S","M","DE",NA,"D","Biden, Joseph R., Jr.","Senator Biden, Joseph R., Jr.",14101,300008,"S8DE00012","Senate: 1973-2009",1973,2009,109,2005,2006,"Judiciary",358,7,2,3,0,28,2,NA
"1044",95,"biden","jo","S","M","DE",NA,"D","Biden, Joseph R., Jr.","Senator Biden, Joseph R., Jr.",14101,300008,"S8DE00012","Senate: 1973-2009",1973,2009,110,2007,2008,"Foreign relations",338,22,1,1,11,33,2,"Elected vice president of the U.S."
"1045",95,"biden","jo","S","M","DE",NA,"D","Biden, Joseph R., Jr.","Senator Biden, Joseph R., Jr.",14101,300008,"S8DE00012","Senate: 1973-2009",1973,2009,110,2007,2008,"Judiciary",358,7,1,3,0,30,2,"Elected vice president of the U.S."
"1046",96,"biggert","ju","H","F","IL",13,"R","Biggert, Judy.","Representative Biggert, Judy",29912,400027,"H8IL13069","House: 1999-2013",1999,2013,106,1999,2000,"Banking and financial services",113,13,1,28,0,1,2,NA
"1047",96,"biggert","ju","H","F","IL",13,"R","Biggert, Judy.","Representative Biggert, Judy",29912,400027,"H8IL13069","House: 1999-2013",1999,2013,106,1999,2000,"Government reform and oversight",138,NA,1,20,0,1,2,NA
"1048",96,"biggert","ju","H","F","IL",13,"R","Biggert, Judy.","Representative Biggert, Judy",29912,400027,"H8IL13069","House: 1999-2013",1999,2013,106,1999,2000,"Science",182,2,1,23,0,1,2,NA
"1049",96,"biggert","ju","H","F","IL",13,"R","Biggert, Judy.","Representative Biggert, Judy",29912,400027,"H8IL13069","House: 1999-2013",1999,2013,107,2001,2002,"Financial services",113,41,1,24,0,2,2,NA
"1050",96,"biggert","ju","H","F","IL",13,"R","Biggert, Judy.","Representative Biggert, Judy",29912,400027,"H8IL13069","House: 1999-2013",1999,2013,107,2001,2002,"Education and the workforce",124,12,1,21,0,1,2,NA
"1051",96,"biggert","ju","H","F","IL",13,"R","Biggert, Judy.","Representative Biggert, Judy",29912,400027,"H8IL13069","House: 1999-2013",1999,2013,107,2001,2002,"Science",182,2,1,18,0,2,2,NA
"1052",96,"biggert","ju","H","F","IL",13,"R","Biggert, Judy.","Representative Biggert, Judy",29912,400027,"H8IL13069","House: 1999-2013",1999,2013,107,2001,2002,"Standards of official conduct",186,42,1,5,0,1,2,NA
"1053",96,"biggert","ju","H","F","IL",13,"R","Biggert, Judy.","Representative Biggert, Judy",29912,400027,"H8IL13069","House: 1999-2013",1999,2013,108,2003,2004,"Financial services",113,41,1,19,0,3,2,NA
"1054",96,"biggert","ju","H","F","IL",13,"R","Biggert, Judy.","Representative Biggert, Judy",29912,400027,"H8IL13069","House: 1999-2013",1999,2013,108,2003,2004,"Education and the workforce",124,12,1,15,0,2,2,NA
"1055",96,"biggert","ju","H","F","IL",13,"R","Biggert, Judy.","Representative Biggert, Judy",29912,400027,"H8IL13069","House: 1999-2013",1999,2013,108,2003,2004,"Science and technology",182,48,1,14,0,3,2,NA
"1056",96,"biggert","ju","H","F","IL",13,"R","Biggert, Judy.","Representative Biggert, Judy",29912,400027,"H8IL13069","House: 1999-2013",1999,2013,108,2003,2004,"Standards of official conduct",186,42,1,3,0,2,2,NA
"1057",96,"biggert","ju","H","F","IL",13,"R","Biggert, Judy.","Representative Biggert, Judy",29912,400027,"H8IL13069","House: 1999-2013",1999,2013,109,2005,2006,"Financial services",113,41,1,18,0,4,2,NA
"1058",96,"biggert","ju","H","F","IL",13,"R","Biggert, Judy.","Representative Biggert, Judy",29912,400027,"H8IL13069","House: 1999-2013",1999,2013,109,2005,2006,"Education and the workforce",124,12,1,9,0,3,2,NA
"1059",96,"biggert","ju","H","F","IL",13,"R","Biggert, Judy.","Representative Biggert, Judy",29912,400027,"H8IL13069","House: 1999-2013",1999,2013,109,2005,2006,"Science",182,2,1,11,0,4,2,NA
"1060",96,"biggert","ju","H","F","IL",13,"R","Biggert, Judy.","Representative Biggert, Judy",29912,400027,"H8IL13069","House: 1999-2013",1999,2013,109,2005,2006,"Standards of official conduct",186,42,1,2,0,3,2,"Left committee for no other"
"1061",96,"biggert","ju","H","F","IL",13,"R","Biggert, Judy.","Representative Biggert, Judy",29912,400027,"H8IL13069","House: 1999-2013",1999,2013,110,2007,2008,"Financial services",113,41,2,13,0,5,2,NA
"1062",96,"biggert","ju","H","F","IL",13,"R","Biggert, Judy.","Representative Biggert, Judy",29912,400027,"H8IL13069","House: 1999-2013",1999,2013,110,2007,2008,"Education and labor",124,47,2,7,0,4,2,NA
"1063",96,"biggert","ju","H","F","IL",13,"R","Biggert, Judy.","Representative Biggert, Judy",29912,400027,"H8IL13069","House: 1999-2013",1999,2013,110,2007,2008,"Science and technology",182,48,2,9,0,5,2,NA
"1064",96,"biggert","ju","H","F","IL",13,"R","Biggert, Judy.","Representative Biggert, Judy",29912,400027,"H8IL13069","House: 1999-2013",1999,2013,111,2009,2010,"Financial services",113,41,2,9,0,6,2,NA
"1065",96,"biggert","ju","H","F","IL",13,"R","Biggert, Judy.","Representative Biggert, Judy",29912,400027,"H8IL13069","House: 1999-2013",1999,2013,111,2009,2010,"Education and labor",124,47,2,7,0,5,2,NA
"1066",96,"biggert","ju","H","F","IL",13,"R","Biggert, Judy.","Representative Biggert, Judy",29912,400027,"H8IL13069","House: 1999-2013",1999,2013,111,2009,2010,"Science and technology",182,48,2,8,0,6,2,NA
"1067",96,"biggert","ju","H","F","IL",13,"R","Biggert, Judy.","Representative Biggert, Judy",29912,400027,"H8IL13069","House: 1999-2013",1999,2013,112,2011,2012,"Financial services",113,41,1,8,0,7,2,"Did not seek reelection"
"1068",96,"biggert","ju","H","F","IL",13,"R","Biggert, Judy.","Representative Biggert, Judy",29912,400027,"H8IL13069","House: 1999-2013",1999,2013,112,2011,2012,"Education and the workplace",124,NA,1,4,0,6,2,"Defeated for reelection"
"1069",96,"biggert","ju","H","F","IL",13,"R","Biggert, Judy.","Representative Biggert, Judy",29912,400027,"H8IL13069","House: 1999-2013",1999,2013,112,2011,2012,"Science, space, and technology",182,52,1,7,0,7,2,"Defeated for reelection"
"1070",97,"biggs","an","H","M","AZ",5,"R","Biggs, Andy","Representative Biggs, Andy",21705,412683,"H6AZ05083","House: 2017-Present",2017,2018,115,2017,2018,"Judiciary",156,10,1,24,0,1,2,NA
"1071",97,"biggs","an","H","M","AZ",5,"R","Biggs, Andy","Representative Biggs, Andy",21705,412683,"H6AZ05083","House: 2017-Present",2017,2018,115,2017,2018,"Science, space, and technology",182,52,1,19,0,1,2,NA
"1072",98,"bilbray","br","H","M","CA",50,"R","Bilbray, Brian P.","Representative Bilbray, Brian P.",29508,400570,"H4CA49032","House: 1995-2001, 2005-2013",1995,2013,104,1995,1996,"Commerce",128,1,1,19,0,1,3,NA
"1073",98,"bilbray","br","H","M","CA",50,"R","Bilbray, Brian P.","Representative Bilbray, Brian P.",29508,400570,"H4CA49032","House: 1995-2001, 2005-2013",1995,2013,105,1997,1998,"Commerce",128,1,1,19,0,2,3,NA
"1074",98,"bilbray","br","H","M","CA",50,"R","Bilbray, Brian P.","Representative Bilbray, Brian P.",29508,400570,"H4CA49032","House: 1995-2001, 2005-2013",1995,2013,106,1999,2000,"Commerce",128,1,1,14,0,3,3,NA
"1075",98,"bilbray","br","H","M","CA",50,"R","Bilbray, Brian P.","Representative Bilbray, Brian P.",29508,400570,"H4CA49032","House: 1995-2001, 2005-2013",1995,2013,109,2005,2006,"Armed services",106,6,6,1,0,1,2,"Replaced McKeon"
"1076",98,"bilbray","br","H","M","CA",50,"R","Bilbray, Brian P.","Representative Bilbray, Brian P.",29508,400570,"H4CA49032","House: 1995-2001, 2005-2013",1995,2013,109,2005,2006,"Government reform",138,8,4,24,0,1,2,NA
"1077",98,"bilbray","br","H","M","CA",50,"R","Bilbray, Brian P.","Representative Bilbray, Brian P.",29508,400570,"H4CA49032","House: 1995-2001, 2005-2013",1995,2013,109,2005,2006,"Veterans affairs",192,27,6,3,0,1,2,"Replaced Nunes"
"1078",98,"bilbray","br","H","M","CA",50,"R","Bilbray, Brian P.","Representative Bilbray, Brian P.",29508,400570,"H4CA49032","House: 1995-2001, 2005-2013",1995,2013,110,2007,2008,"Oversight and government reform",138,51,2,16,0,2,2,NA
"1079",98,"bilbray","br","H","M","CA",50,"R","Bilbray, Brian P.","Representative Bilbray, Brian P.",29508,400570,"H4CA49032","House: 1995-2001, 2005-2013",1995,2013,110,2007,2008,"Science and technology",182,48,2,18,0,1,2,NA
